student_id,表现档次,风险标签,学生画像类别
pjxuqwbj837,高表现,0,0
pjxyqxbk098,低表现,1,0
pjxyqxbk715,高表现,0,3
pjxvztfj977,低表现,1,1
pjxyqxbk854,低表现,1,2
pjxyqwbj569,低表现,1,0
pjxyqwbk839,中表现,0,3
pjxyqxbl907,中表现,0,3
pjxyqxbl745,中表现,0,3
pjxsqxbj906,高表现,1,3
pjxwxxbj972,低表现,1,0
pjxsqxbj874,高表现,1,0
pjxxztfj995,低表现,1,1
pjxyqxbl830,高表现,0,0
pjxyqxbk464,中表现,0,0
pjxwxxbj953,低表现,1,0
pjxyqwbk769,低表现,0,0
pjxyqxbj371,高表现,1,0
pjxyqxbl742,低表现,1,0
pjxyqwbj624,中表现,0,0
pjxyqxbk745,低表现,1,0
pjxyqxbk063,低表现,1,3
pjxuqwbj568,高表现,0,3
pjxyqwbj492,低表现,1,0
pjxyqxbj948,中表现,0,3
pjxyqwbk664,高表现,0,0
pjxyqxbj491,高表现,1,3
pjxyqwbj864,低表现,1,0
pjxyqxbk923,低表现,1,3
pjxyqwbj868,低表现,1,0
pjxyqxbl867,高表现,0,3
pjxyqwbj331,高表现,0,0
pjxyqwbj385,中表现,1,0
pjxyqwbk662,高表现,0,0
pjxyqxbl910,中表现,0,3
pjxsqxbj904,高表现,0,3
pjxyqwbk923,中表现,0,3
pjxyqxbk937,中表现,0,3
pjxyqxbk105,高表现,0,3
pjxsqxbj893,高表现,0,3
pjxyqxbl781,中表现,0,3
pjwrqxbj974,高表现,0,3
pjxsqxbj918,高表现,0,2
pjxyqxbk268,低表现,1,3
pjxyqxbj703,中表现,0,3
pjxyqwbk972,低表现,1,2
pjxyqwbk806,中表现,1,0
pjxyqxbj588,低表现,1,3
pjwrqxbj905,低表现,1,2
pjxpqxbj925,中表现,0,3
pjxsqxbj965,高表现,0,3
pjxyqxbk551,低表现,1,3
pjxrqxbj911,低表现,1,0
pjxqqxbj986,高表现,0,0
pjxyqxbk024,高表现,0,3
pjxyqwbk865,低表现,1,0
pjxrqxbj943,高表现,0,3
pjxyqwbj150,中表现,1,0
pjxuqwbj950,高表现,1,3
pjxyqxbj646,中表现,0,3
pjxyqxbk368,高表现,1,0
pjxyqwbj266,高表现,1,0
pjxyqwbj542,低表现,1,0
pjxyqxbk732,低表现,1,0
pjxyqxbk198,低表现,1,3
pjxxxxbj910,低表现,1,0
pjxwxxbj945,中表现,1,0
pjxyqxbk035,中表现,0,3
pjxyqxbj088,中表现,0,0
pjxyqxbk552,低表现,1,0
pjxyqxbl965,中表现,0,0
pjxuqwbj698,高表现,0,3
pjxuqwbj566,低表现,1,0
pjxyqxbj739,低表现,1,0
pjxyqwbj841,高表现,0,0
pjxyqwbj776,高表现,0,0
pjxyqxbj452,低表现,1,0
pjxqqxbj964,高表现,0,3
pjxyqwbj741,高表现,0,3
pjxyqxbj352,高表现,1,0
pjxyqwbj566,低表现,1,0
pjxsqxbj792,中表现,0,3
pjxyqwbj351,中表现,1,0
pjxyqwbj590,低表现,1,3
pjxvzxfj988,低表现,1,1
pjxqqxbj967,高表现,1,0
pjxwxxbj941,低表现,1,0
pjxuqwbj785,中表现,1,3
pjxuqwbj708,中表现,1,0
pjxyqxbk032,中表现,1,0
pjxyqxbj922,中表现,0,0
pjxyqwbj242,高表现,0,0
pjxyqxbj419,中表现,1,3
pjxyqwbk694,高表现,1,3
pjxsqxbj826,中表现,0,3
pjxyqwbj615,低表现,1,0
pjxyqxbk068,低表现,0,0
pjxrqxbj992,中表现,0,0
pjxsqxbj877,低表现,0,3
pjxwxxbj927,低表现,1,0
pjxyqwbj080,低表现,1,0
pjxyqwbk538,中表现,0,0
pjxyqxbk486,低表现,1,3
pjxyqxbk844,中表现,1,3
pjxyqxbj979,中表现,0,3
pjxsqxbj929,低表现,0,0
pjxyqxbk902,高表现,0,0
pjxyqwbk956,高表现,0,0
pjxyqwbk810,低表现,1,0
pjxuqwbj738,高表现,1,0
pjxyqwbk717,低表现,1,0
pjxyqxbj333,高表现,1,0
pjxpqxbj934,高表现,0,2
pjxyqwbj444,高表现,0,0
pjxyqwbj873,中表现,0,0
pjxyqxbl751,高表现,1,3
pjxyqwbk869,中表现,0,0
pjxxztbj998,低表现,1,3
pjxyqwbj665,高表现,0,0
pjxyqxbj670,高表现,0,3
pjxyqxbk090,高表现,0,0
pjxyqxbj397,中表现,0,3
pjxyqwbk671,低表现,1,0
pjxyqwbj421,中表现,0,0
pjxyqxbj117,高表现,0,3
pjxyqwbj425,中表现,1,0
pjxyqxbk519,高表现,0,3
pjxyqwbj159,低表现,1,3
pjxrqxbj945,低表现,1,0
pjxyqxbl757,低表现,1,3
pjwtqxbj977,中表现,1,3
pjxuqwbj993,高表现,0,0
pjxuzxbj984,低表现,1,0
pjxyqwbj872,中表现,0,3
pjxyqxbk615,中表现,1,0
pjxyqxbk899,中表现,1,0
pjxuqwbj974,中表现,1,0
pjxyqwbj591,低表现,1,0
pjxxxxbj912,低表现,1,0
pjwrqxbj994,中表现,0,3
pjxyqxbj933,中表现,1,3
pjxuqwbj735,高表现,1,3
pjxyqxbj853,高表现,0,0
pjxyqxbk316,中表现,0,3
pjxyqxbk195,低表现,1,0
pjxyqxbj269,低表现,1,0
pjxqzxbj985,低表现,1,3
pjxyqxbj840,低表现,1,3
pjxuqwbj935,低表现,1,0
pjxtztbj987,低表现,1,0
pjwrqxbj955,低表现,1,0
pjxwzxfj992,低表现,1,1
pjxuqwbj879,高表现,0,3
pjxuqwbj711,低表现,1,0
pjxyqxbl704,高表现,1,3
pjxyqxbl982,低表现,1,0
pjxyqxbk533,高表现,1,3
pjxyqxbj949,中表现,0,3
pjxyqxbj284,中表现,1,3
pjxyqwbj656,中表现,1,0
pjxuzxbj986,低表现,1,0
pjxqqxbj998,低表现,1,3
pjxuqwbj519,高表现,0,0
pjxyqxbj173,中表现,0,3
pjxuqwbj767,低表现,1,0
pjxyqxbk370,低表现,1,3
pjxyqxbk647,高表现,1,3
pjxyqxbj857,高表现,1,0
pjxxxxbj941,低表现,1,0
pjxyqxbj616,低表现,1,3
pjxyqwbj913,低表现,1,0
pjxyqxbk598,中表现,1,0
pjxyqwbj207,中表现,0,0
pjxyqxbj565,中表现,0,3
pjxyqxbk053,中表现,0,3
pjxyqwbj744,中表现,0,3
pjxyqxbj528,中表现,1,3
pjwtqxbj987,高表现,0,3
pjxyqxbj557,低表现,1,3
pjxpqxbj971,高表现,1,3
pjxyqxbj159,高表现,0,3
pjxyqwbj276,低表现,1,3
pjxrqxbj898,中表现,1,3
pjxyqxbj027,低表现,1,0
pjxyqxbj262,中表现,1,3
pjxyqxbk993,高表现,0,3
pjxyqwbj360,低表现,1,0
pjxyqwbj236,高表现,0,0
pjxyqxbl677,低表现,1,0
pjxyqxbj798,中表现,0,3
pjwtqxbj947,中表现,1,0
pjxyqwbk577,中表现,1,3
pjxpqxbj987,高表现,1,3
pjxyqxbk454,低表现,1,0
pjxsqxbj864,低表现,1,2
pjxsqxbj844,中表现,0,0
pjxpqxbj927,中表现,0,3
pjxyqxbj885,中表现,0,0
pjxyqxbj404,中表现,0,3
pjxsqxbj976,中表现,1,3
pjxsqxbj772,低表现,1,3
pjxyqxbj192,低表现,1,3
pjxyqxbk894,低表现,1,0
pjxyqxbj105,中表现,0,3
pjxyqwbj133,中表现,1,0
pjxtzxfj986,低表现,1,1
pjxsqxbj811,高表现,0,0
pjxpqxbj986,高表现,0,3
pjxsqxbj884,高表现,0,3
pjxyqwbj896,中表现,1,0
pjxyqwbj013,高表现,1,0
pjxyqxbj829,中表现,0,3
pjxyqxbj320,中表现,1,0
pjxtztbj990,低表现,1,0
pjxyqxbj728,中表现,0,3
pjxyqwbj052,低表现,1,3
pjxyqxbl999,低表现,1,0
pjxyqxbj327,低表现,1,0
pjxyqxbk792,中表现,1,3
pjxyqxbl826,低表现,1,0
pjxxxxbj914,高表现,1,0
pjxyqwbj089,中表现,0,0
pjxuqwbj527,中表现,1,0
pjxyqxbj207,中表现,0,0
pjxsqxbj998,中表现,1,3
pjxwxxbj951,中表现,1,0
pjwtqxbj931,高表现,0,3
pjxyqwbj727,高表现,0,0
pjxyqxbk341,中表现,0,0
pjxyqxbk460,低表现,1,0
pjxyqwbj325,中表现,1,0
pjxyqxbj576,低表现,1,0
pjxyqxbj150,高表现,1,3
pjxsqxbj807,低表现,1,3
pjxyqxbj374,中表现,1,0
pjxyqxbk506,高表现,1,0
pjxyqxbk437,低表现,1,0
pjxyqwbj047,低表现,1,0
pjxyqxbj893,高表现,0,0
pjxrqxbj891,高表现,1,0
pjxyqwbj249,高表现,0,0
pjxyqwbj630,高表现,1,0
pjxxxxbj958,高表现,1,0
pjxyqwbk760,中表现,0,3
pjxsqxbj859,高表现,0,3
pjxyqwbk661,低表现,1,0
pjxyqxbj294,低表现,1,3
pjxyqwbk884,低表现,1,0
pjxyqwbk541,低表现,1,0
pjxwxxbj960,低表现,1,0
pjxyqwbj939,高表现,0,0
pjxyqxbk481,高表现,0,3
pjxsqxbj887,高表现,0,3
pjxyqxbj460,高表现,0,0
pjxyqwbj428,高表现,0,0
pjxwxxbj930,低表现,1,0
pjxyqxbj915,中表现,1,3
pjxyqwbj285,中表现,0,0
pjxyqxbk686,中表现,1,3
pjxyqwbk949,低表现,1,0
pjxvzrfj997,低表现,1,1
pjxyqxbk861,中表现,0,3
pjxyqwbk547,低表现,1,3
pjxrqxbj944,中表现,1,0
pjxuqwbj450,低表现,1,0
pjxyqxbj430,低表现,1,0
pjxyqwbj772,低表现,1,0
pjxqzxbj994,高表现,1,0
pjxyqxbj476,中表现,0,3
pjxyqxbj230,中表现,0,3
pjxxzxkj995,中表现,0,3
pjxpqxbj973,高表现,1,3
pjxyqxbk731,中表现,1,3
pjxyqxbl717,高表现,0,3
pjxuqwbj585,中表现,0,0
pjxyqxbk547,高表现,0,3
pjxyqxbj630,中表现,1,0
pjxyqxbk700,低表现,1,0
pjxyqxbj610,低表现,1,0
pjxwzxbj985,高表现,1,3
pjxwxxbj946,高表现,1,0
pjxyqxbj577,高表现,0,3
pjxyqwbj844,高表现,0,3
pjxuqwbj665,低表现,1,0
pjxyqwbj027,低表现,1,3
pjxyqxbl699,中表现,0,0
pjxuqwbj461,高表现,0,0
pjxyqxbj980,低表现,1,3
pjxrqxbj955,高表现,1,3
pjxyqxbk579,低表现,1,2
pjxyqxbk733,低表现,1,3
pjxyqxbk495,低表现,1,3
pjwrqxbj991,高表现,0,3
pjxyqxbj451,中表现,0,3
pjxyqxbj830,低表现,1,0
pjxuqwbj712,低表现,1,0
pjxuqwbj956,高表现,0,0
pjxyqxbk329,高表现,0,3
pjwtqxbj950,低表现,1,3
pjxpqxbj944,高表现,0,0
pjxyqxbk154,低表现,1,3
pjxsqxbj851,高表现,0,3
pjxyqxbk287,低表现,1,0
pjxyqxbk757,中表现,1,3
pjxyqwbj888,低表现,1,0
pjxyqwbj867,低表现,1,0
pjxyqwbk549,低表现,1,0
pjxyqxbj464,高表现,0,3
pjxyqxbj581,中表现,0,0
pjxyqxbk555,中表现,1,3
pjxwxxbj944,低表现,1,0
pjxpqxbj941,高表现,1,3
pjxuqwbj606,高表现,0,3
pjxyqwbj699,低表现,1,0
pjxyqwbk656,中表现,1,3
pjxyqwbj367,高表现,0,3
pjxyqwbj090,高表现,1,0
pjxyqxbj529,中表现,0,3
pjxyqxbj905,低表现,1,0
pjxyqxbj679,高表现,0,3
pjxuqwbj673,高表现,0,0
pjxyqxbj512,高表现,0,3
pjxyqxbk778,中表现,1,3
pjxyqxbj188,低表现,0,3
pjxyqxbk298,低表现,1,0
pjxsqxbj784,中表现,0,3
pjxyqwbj849,低表现,1,0
pjxyqxbk782,低表现,1,3
pjxyqwbk808,高表现,0,0
pjxyqxbj519,中表现,1,3
pjxyqxbj869,高表现,1,0
pjxyqxbk764,中表现,0,3
pjxyqxbk080,低表现,1,0
pjxuqwbj477,中表现,1,0
pjxyqwbj334,中表现,1,0
pjxyqxbk375,高表现,0,0
pjxqqxbj983,高表现,1,3
pjxuqwbj826,高表现,1,3
pjxyqwbj803,低表现,1,0
pjxyqwbj053,高表现,0,0
pjxyqwbj468,中表现,1,0
pjxyqxbk335,高表现,1,0
pjxuqwbj679,中表现,0,0
pjxyqwbj101,中表现,1,0
pjxsqxbj880,中表现,1,3
pjxyqxbj947,中表现,0,3
pjxyqxbj167,高表现,0,3
pjxyqwbk592,低表现,1,0
pjxyqxbj583,中表现,1,0
pjxyqxbk415,高表现,1,0
pjxyqwbk756,高表现,1,0
pjxyqxbj629,低表现,1,3
pjxyqwbk872,高表现,0,0
pjxxztbj994,低表现,1,3
pjxyqxbk501,低表现,1,0
pjxyqwbj224,高表现,0,0
pjxxzxkj981,高表现,1,3
pjxyqxbk718,低表现,1,0
pjxyqxbk075,中表现,0,3
pjxuqwbj526,中表现,0,3
pjxyqwbk749,高表现,0,0
pjxwxxbj938,低表现,1,0
pjxyqxbk489,低表现,1,3
pjxyqxbl767,低表现,1,0
pjxyqwbj016,中表现,1,0
pjxuqwbj641,中表现,0,0
pjxyqxbk667,低表现,1,0
pjxyqwbk543,中表现,0,0
pjxyqxbj789,低表现,1,0
pjwtqxbj967,高表现,0,0
pjxwzxbj990,高表现,0,3
pjxyqxbk679,高表现,0,3
pjxyqxbk669,低表现,1,3
pjxqqxbj970,中表现,1,3
pjxyqxbj496,高表现,1,3
pjxqzxbj996,中表现,1,0
pjxyqwbk879,中表现,0,0
pjxrqxbj903,高表现,0,3
pjxyqwbk675,低表现,1,3
pjxyqxbk457,中表现,1,3
pjxyqxbj066,低表现,1,0
pjxyqxbj772,中表现,0,0
pjxyqwbj728,高表现,0,3
pjxyqxbl969,中表现,1,3
pjxyqxbj658,中表现,1,3
pjxyqxbj370,中表现,1,0
pjwtqxbj932,低表现,1,3
pjxsqxbj985,低表现,0,3
pjxyqwbk603,高表现,0,0
pjxyqxbk149,低表现,1,0
pjxuqwbj479,中表现,1,0
pjxyqwbk575,中表现,1,3
pjxyqxbk703,中表现,0,3
pjxyqwbj479,高表现,1,3
pjxyqxbl774,中表现,1,0
pjxuqwbj818,高表现,0,3
pjxyqxbj095,高表现,1,3
pjxwxxbj949,低表现,1,0
pjxyqwbk644,中表现,0,0
pjwrqxbj882,高表现,1,0
pjxyqxbl946,中表现,1,3
pjxuqwbj615,中表现,0,3
pjxsqxbj949,中表现,0,3
pjxpqxbj924,中表现,0,3
pjxyqwbk935,高表现,0,3
pjxyqxbj483,高表现,1,0
pjxyqwbj674,高表现,1,0
pjxyqxbj348,中表现,0,3
pjxuqwbj839,高表现,0,3
pjxyqxbk242,高表现,0,3
pjxyqwbj897,中表现,1,0
pjxyqxbj160,高表现,0,3
pjxyqwbj796,高表现,1,0
pjxyqxbk210,低表现,0,3
pjxyqxbk804,中表现,0,3
pjxyqxbj757,高表现,1,0
pjxyqxbk521,高表现,0,3
pjxsqxbj809,中表现,1,3
pjxyqxbj750,高表现,0,3
pjxyqxbj851,高表现,0,3
pjxyqxbj405,低表现,1,3
pjxyqwbj205,高表现,0,3
pjxyqxbj365,高表现,1,3
pjxsqxbj823,低表现,1,3
pjxyqxbj433,低表现,1,0
pjxyqxbk414,中表现,0,0
pjxxxxbj957,高表现,1,0
pjxxzxbj995,低表现,1,0
pjxyqwbk734,高表现,0,0
pjxyqxbk094,中表现,0,3
pjxpqxbj956,高表现,0,3
pjxyqxbk351,低表现,1,3
pjwrqxbj945,中表现,0,0
pjxyqxbj240,中表现,0,3
pjxyqwbj034,高表现,0,3
pjxyqxbl954,高表现,0,3
pjxyqxbk941,高表现,1,0
pjxyqxbk239,中表现,0,0
pjxyqwbk713,高表现,1,0
pjxyqwbj574,中表现,1,0
pjxyqxbj296,低表现,1,0
pjxyqxbj895,高表现,0,3
pjxwxxbj995,低表现,1,0
pjxyqwbk605,低表现,1,3
pjxyqwbj095,高表现,0,0
pjxyqxbj224,中表现,0,3
pjxyqwbj988,中表现,0,0
pjxyqwbj038,低表现,1,0
pjxyqxbk445,高表现,0,3
pjxyqxbj067,中表现,0,0
pjxyqxbk402,高表现,0,3
pjxyqxbj153,高表现,0,3
pjwrqxbj983,中表现,1,3
pjxuqwbj474,高表现,0,0
pjxyqxbk582,低表现,1,0
pjwtqxbj965,高表现,0,0
pjxwxxbj970,高表现,1,0
pjxyqwbj555,低表现,1,0
pjxyqxbl866,高表现,1,0
pjxwzxkj992,高表现,0,0
pjxyqwbj316,低表现,1,0
pjxyqxbl817,中表现,0,0
pjxyqwbj262,中表现,0,0
pjxyqxbj096,低表现,1,3
pjxyqwbj163,中表现,1,0
pjxuqwbj870,高表现,1,0
pjxxztfj975,低表现,1,1
pjxyqwbk829,高表现,0,0
pjxyqxbj978,中表现,1,3
pjxyqxbj795,低表现,1,0
pjxyqwbj344,低表现,1,0
pjxyqxbk606,低表现,0,3
pjxwzxfj975,低表现,1,1
pjxyqxbk163,中表现,1,0
pjxuqwbj445,低表现,1,0
pjxyqxbl996,中表现,1,3
pjxyqwbj602,高表现,0,3
pjxyqxbk364,低表现,1,0
pjxuqwbj947,高表现,0,3
pjxyqwbj418,中表现,0,3
pjxyqwbj085,低表现,1,3
pjxyqxbk562,高表现,0,0
pjxyqxbj929,中表现,1,0
pjxuqwbj536,高表现,0,0
pjxuzsfj977,低表现,1,1
pjxyqxbk304,低表现,1,0
pjxyqwbj563,中表现,0,3
pjxqqxbj974,高表现,0,0
pjxyqwbj847,低表现,1,3
pjxyqwbk621,低表现,1,0
pjxyqwbj697,低表现,1,3
pjxpqxbj933,高表现,1,3
pjxuqwbj751,高表现,0,3
pjxuqwbj478,高表现,0,0
pjxyqxbj121,中表现,0,3
pjxyqxbk779,低表现,1,0
pjxsqxbj843,中表现,0,0
pjxuqwbj853,低表现,1,0
pjxyqwbk638,低表现,1,0
pjxyqxbj158,低表现,1,0
pjxyqxbl701,中表现,0,0
pjxwxxbj964,低表现,1,0
pjxyqwbj625,高表现,0,0
pjxuqwbj676,中表现,0,0
pjxqzxbj973,中表现,1,0
pjwrqxbj952,低表现,1,3
pjxyqwbj478,高表现,1,3
pjxyqxbl797,高表现,1,0
pjxyqxbj522,高表现,1,0
pjxyqxbk257,低表现,1,0
pjxyqwbj307,低表现,1,0
pjxyqwbj201,中表现,1,3
pjxyqxbl893,中表现,0,0
pjxsqxbj942,低表现,1,3
pjxwzxkj996,低表现,1,0
pjxyqxbk319,高表现,0,0
pjxyqwbj340,低表现,1,2
pjxxxxbj942,高表现,1,0
pjxyqxbl752,高表现,0,0
pjxyqxbk935,高表现,0,0
pjxyqxbj710,低表现,1,0
pjxyqxbk788,中表现,1,3
pjxyqwbj464,低表现,0,0
pjxyqxbk426,高表现,1,0
pjxuqwbj583,高表现,0,2
pjxyqxbk751,低表现,0,3
pjxyqwbk953,低表现,1,0
pjxyqxbl724,中表现,1,0
pjxyqxbj403,低表现,1,3
pjxwxxbj913,低表现,1,3
pjxuqwbj571,中表现,0,0
pjxyqxbk578,高表现,0,3
pjxyqwbj834,中表现,0,0
pjxyqxbk290,中表现,1,3
pjxyqxbj953,中表现,1,3
pjxyqxbj813,高表现,1,0
pjxwzxbj997,高表现,0,0
pjxyqxbj400,中表现,0,3
pjxyqxbj595,中表现,1,3
pjxvztfj991,低表现,1,1
pjxyqxbj241,中表现,0,0
pjxyqwbk529,高表现,0,0
pjxyqwbj808,低表现,1,0
pjxsqxbj881,低表现,1,3
pjxsqxbj981,高表现,0,3
pjxyqwbj924,中表现,1,3
pjxyqwbj312,中表现,0,3
pjxyqxbl930,低表现,1,0
pjxyqxbj511,中表现,0,3
pjxqqxbj975,高表现,0,3
pjxyqwbk520,中表现,1,3
pjxyqxbj412,低表现,1,3
pjxyqxbk839,低表现,1,2
pjxyqxbl872,低表现,1,0
pjxyqwbk505,中表现,1,0
pjxwzxfj981,低表现,1,1
pjxyqwbj594,低表现,1,0
pjxtztbj996,低表现,1,3
pjxyqwbk668,低表现,1,0
pjxyqxbk429,高表现,1,3
pjxyqxbk828,中表现,1,0
pjxwzxfj983,低表现,1,1
pjxyqxbk843,中表现,1,0
pjxyqwbj941,高表现,1,3
pjxyqxbl673,中表现,0,0
pjxyqwbk735,低表现,1,0
pjxpqxbj979,中表现,0,3
pjxyqxbl927,高表现,0,0
pjxyqxbj154,高表现,0,3
pjxyqxbj574,中表现,0,0
pjwtqxbj918,低表现,1,3
pjxyqxbj507,低表现,1,0
pjxyqwbj856,高表现,1,0
pjxyqxbk643,中表现,0,3
pjxyqxbl793,中表现,1,3
pjxyqxbk603,高表现,0,2
pjxyqwbj790,中表现,0,0
pjxyqxbj987,中表现,0,3
pjxuqwbj748,中表现,0,3
pjwtqxbj960,中表现,0,3
pjxuqwbj490,低表现,1,0
pjxyqwbj673,高表现,1,0
pjxyqxbk317,高表现,0,0
pjxyqwbj274,高表现,1,0
pjxyqwbk706,高表现,1,3
pjxsqxbj786,中表现,1,0
pjxqqxbj996,高表现,1,3
pjxyqwbj407,高表现,0,0
pjxyqxbj243,高表现,0,3
pjxyqxbk655,高表现,0,3
pjxyqxbk885,中表现,0,3
pjxyqxbj691,低表现,1,3
pjxyqxbj864,高表现,1,0
pjxyqwbk721,中表现,0,3
pjxwzxkj989,高表现,1,0
pjxuqwbj694,低表现,1,0
pjxwzxkj985,中表现,0,0
pjxyqxbj911,低表现,1,0
pjxyqwbj895,中表现,0,0
pjxyqxbl955,低表现,1,0
pjxyqxbl723,低表现,1,2
pjxyqxbj608,中表现,1,3
pjxyqxbk625,中表现,0,3
pjxyqxbj293,中表现,1,0
pjxxxxbj966,中表现,1,0
pjxuqwbj695,低表现,1,0
pjxyqxbl895,中表现,0,3
pjxyqxbj533,高表现,0,0
pjxyqxbk217,低表现,1,0
pjxyqwbj248,中表现,0,3
pjxyqxbj788,低表现,1,0
pjxrqxbj914,低表现,1,0
pjxyqwbj611,高表现,1,0
pjxyqxbj578,高表现,0,3
pjxsqxbj920,高表现,0,3
pjxuqwbj632,低表现,1,0
pjxuqwbj516,中表现,0,0
pjxyqwbj171,高表现,0,0
pjxuqwbj565,中表现,0,3
pjxyqwbj532,高表现,1,0
pjxxztfj988,低表现,1,1
pjxyqxbk513,高表现,0,3
pjxyqwbj828,高表现,1,3
pjxyqxbj791,中表现,0,3
pjxyqxbk826,中表现,0,0
pjxyqxbl747,中表现,1,3
pjxyqwbk601,低表现,1,0
pjxuqwbj443,低表现,1,0
pjxyqxbk101,中表现,0,3
pjxxxxbj908,中表现,1,0
pjxyqwbj361,高表现,1,0
pjxyqwbj651,高表现,0,0
pjwuzxbj992,中表现,0,3
pjxyqxbk543,中表现,0,3
pjxtztbj997,低表现,1,0
pjxsqxbj862,低表现,1,3
pjxrqxbj909,低表现,1,3
pjxyqwbj718,高表现,0,0
pjxyqwbk544,高表现,0,0
pjxyqxbl703,低表现,1,0
pjxtztbj989,高表现,1,0
pjxyqxbj399,低表现,1,0
pjxyqwbk728,中表现,0,0
pjxyqwbk844,中表现,1,0
pjxyqwbj311,高表现,0,3
pjxyqxbj831,中表现,0,0
pjxyqxbk479,低表现,1,0
pjxwzxfj987,低表现,1,1
pjxyqwbj788,中表现,0,0
pjxyqxbk775,低表现,1,3
pjxyqwbj926,高表现,0,0
pjxyqwbj272,中表现,0,0
pjxyqxbj074,高表现,1,3
pjxuqwbj687,高表现,1,0
pjxsqxbj760,低表现,1,0
pjxyqwbk964,中表现,1,3
pjxuqwbj925,低表现,1,0
pjxuqwbj460,低表现,1,0
pjxyqxbk656,中表现,1,0
pjxyqxbj119,低表现,1,0
pjwrqxbj918,低表现,1,0
pjxyqxbj131,高表现,0,3
pjxyqxbj410,中表现,0,3
pjxyqwbk551,低表现,1,0
pjxrqxbj957,高表现,1,3
pjxyqxbj643,中表现,1,3
pjxyqxbk748,中表现,1,0
pjxyqxbk621,中表现,0,3
pjxyqwbk665,中表现,1,3
pjxyqxbk162,低表现,1,0
pjxpqxbj920,低表现,1,3
pjxyqxbj021,低表现,1,3
pjxuqwbj962,低表现,1,0
pjxyqxbl827,中表现,1,0
pjxyqxbj714,高表现,1,3
pjxyqxbj323,低表现,1,0
pjxuqwbj760,低表现,1,0
pjxyqxbl939,高表现,0,3
pjxyqwbk604,低表现,1,0
pjxuqwbj473,高表现,1,0
pjxyqwbj870,中表现,1,0
pjxyqxbk398,高表现,0,3
pjxuqwbj677,中表现,0,0
pjxyqwbj454,中表现,1,0
pjxyqxbk909,中表现,1,3
pjxuqwbj917,中表现,1,0
pjxyqwbk777,低表现,1,0
pjxyqxbk626,低表现,1,3
pjxyqwbk866,低表现,1,0
pjxyqwbk537,高表现,1,0
pjxyqxbl796,中表现,0,3
pjxyqxbl876,高表现,1,0
pjxxztfj986,低表现,1,1
pjxyqxbl847,低表现,1,0
pjxyqxbj384,低表现,1,3
pjxyqxbj054,中表现,0,3
pjxyqwbj554,高表现,1,0
pjxyqxbk629,高表现,0,3
pjxyqwbj092,高表现,0,0
pjxyqxbj682,中表现,1,0
pjxuqwbj654,低表现,1,0
pjxyqwbj251,中表现,1,3
pjxyqwbk793,高表现,1,0
pjxrqxbj962,低表现,1,0
pjwtqxbj968,中表现,0,3
pjxyqwbj403,高表现,1,0
pjxyqwbj534,高表现,0,0
pjxyqxbj114,中表现,1,3
pjxyqxbk872,中表现,0,0
pjxyqxbl759,中表现,0,3
pjxsqxbj787,低表现,1,3
pjxsqxbj816,高表现,0,3
pjxsqxbj780,低表现,1,3
pjxrqxbj954,高表现,0,3
pjxyqwbk999,低表现,1,0
pjxyqwbj710,中表现,1,0
pjxuqwbj996,高表现,0,0
pjxxxxbj988,高表现,1,0
pjxsqxbj957,高表现,1,3
pjxyqxbk343,低表现,1,0
pjxyqwbj979,低表现,1,3
pjxyqxbl858,低表现,1,0
pjxuqwbj774,高表现,0,3
pjxyqxbl843,低表现,1,0
pjxyqxbl989,高表现,1,0
pjxyqxbj584,低表现,1,0
pjxyqxbj667,中表现,1,3
pjxyqxbj187,中表现,1,3
pjxyqxbk484,高表现,1,3
pjxyqxbj448,中表现,0,3
pjxyqxbj478,高表现,1,3
pjxuqwbj528,高表现,0,3
pjxuqwbj449,中表现,0,2
pjwtqxbj993,高表现,0,3
pjwtqxbj959,中表现,0,3
pjxyqwbj850,中表现,0,3
pjxuqwbj967,中表现,0,3
pjxyqwbj998,低表现,1,0
pjxyqxbk403,中表现,0,0
pjxyqxbj029,低表现,1,0
pjxuqwbj800,高表现,0,3
pjxsqxbj777,中表现,0,0
pjxyqxbk661,低表现,1,0
pjxyqwbk761,高表现,0,0
pjxyqxbj524,中表现,0,3
pjxsqxbj938,低表现,1,0
pjxyqxbk777,中表现,0,3
pjxyqxbk637,高表现,0,0
pjxuqwbj927,中表现,1,0
pjxyqwbk889,低表现,1,0
pjwtqxbj929,高表现,0,3
pjxyqwbj146,中表现,1,3
pjwrqxbj926,中表现,0,0
pjxyqxbl980,低表现,1,0
pjxyqwbk928,中表现,0,3
pjxqqxbj949,高表现,0,3
pjxyqxbk882,低表现,1,0
pjxyqxbj731,低表现,1,3
pjxyqwbj791,低表现,1,0
pjxxxxbj963,高表现,1,0
pjxtzxfj980,低表现,1,1
pjxyqxbj195,高表现,1,3
pjxyqxbk027,高表现,1,3
pjxyqxbk662,中表现,0,3
pjwtqxbj914,高表现,0,3
pjxyqwbj726,中表现,1,0
pjxyqxbl710,低表现,0,3
pjxsqxbj834,低表现,1,3
pjxyqxbj064,低表现,1,3
pjxyqwbj527,高表现,1,3
pjxyqxbk297,中表现,0,0
pjxyqxbj251,中表现,0,3
pjxyqxbj794,低表现,1,0
pjxyqxbj237,高表现,1,3
pjxwzxfj993,低表现,1,1
pjxyqwbj002,高表现,1,0
pjxsqxbj815,高表现,1,3
